"Name","Sex","Age","Height","Weight","Team","Year","Sport","Medal","BMI"
"Kent Stephen Manderville","M",20,190,92,"Canada",1992,"Ice Hockey","Silver",25.4847645429363
"Duan Mandi","M",18,202,105,"Serbia",2012,"Water Polo","Bronze",25.7327712969317
"Duan Mandi","M",22,202,105,"Serbia",2016,"Water Polo","Gold",25.7327712969317
"Milica Mandi","F",20,180,72,"Serbia",2012,"Taekwondo","Gold",22.2222222222222
"Beat Mndli","M",30,182,72,"Switzerland",2000,"Equestrianism","Silver",21.7365052529888
"Ivan Manev","M",29,179,82,"Bulgaria",1980,"Canoeing","Bronze",25.5922099809619
"Somaya Muttana Maneypandey","M",21,179,69,"India",1980,"Hockey","Gold",21.5349083986143
"Maiya Salakharovna Maneza","F",26,161,63,"Kazakhstan",2012,"Weightlifting","Gold",24.3046178773967
"Rudolf Mang","M",22,180,123,"West Germany",1972,"Weightlifting","Silver",37.962962962963
"Vronique Mang","F",19,173,59,"France",2004,"Athletics","Bronze",19.7133215276154
"Vincenzo Mangiacapre","M",23,171,64,"Italy",2012,"Boxing","Bronze",21.8870763653774
"Edoardo Mangiarotti","M",41,NA,NA,"Italy",1960,"Fencing","Silver",NA
"Edoardo Mangiarotti","M",41,NA,NA,"Italy",1960,"Fencing","Gold",NA
"Marta Elisabet Mangu Gonzlez","F",29,170,75,"Spain",2012,"Handball","Bronze",25.9515570934256
"Wiesaw Jan Maniak","M",26,171,74,"Poland",1964,"Athletics","Silver",25.3069320474676
"Mirela Maniani-Tzelili","F",23,165,64,"Greece",2000,"Athletics","Silver",23.5078053259871
"Mirela Maniani-Tzelili","F",27,165,64,"Greece",2004,"Athletics","Bronze",23.5078053259871
"Maurice Manificat","M",27,185,72,"France",2014,"Cross Country Skiing","Bronze",21.0372534696859
"Tamara Ivanovna Manina","F",30,162,56,"Soviet Union",1964,"Gymnastics","Gold",21.3382106386222
"Tamara Ivanovna Manina","F",30,162,56,"Soviet Union",1964,"Gymnastics","Silver",21.3382106386222
"Yves Hagen Mankel","M",21,181,80,"Germany-2",1992,"Luge","Silver",24.4192790207869
"Valentyn Hryhorovych Mankin","M",30,179,92,"Soviet Union",1968,"Sailing","Gold",28.7132111981524
"Valentyn Hryhorovych Mankin","M",34,179,92,"Soviet Union",1972,"Sailing","Gold",28.7132111981524
"Valentyn Hryhorovych Mankin","M",37,179,92,"Soviet Union",1976,"Sailing","Silver",28.7132111981524
"Valentyn Hryhorovych Mankin","M",41,179,92,"Soviet Union",1980,"Sailing","Gold",28.7132111981524
"Nazyr Yunuzovich Mankiyev","M",23,155,55,"Russia",2008,"Wrestling","Gold",22.8928199791883
"Svitlana Kostiantynivna Mankova (-Kovalchuk)","F",25,165,58,"Soviet Union",1988,"Handball","Bronze",21.3039485766759
"Elizabeth Ann Manley-Theobald","F",22,152,49,"Canada",1988,"Figure Skating","Silver",21.2084487534626
"Ralph Vernon Mann","M",23,193,86,"United States",1972,"Athletics","Silver",23.0878681306881
"Harold Thompson Mann","M",21,186,77,"United States",1964,"Swimming","Gold",22.2569083130998
"Luigi Mannelli","M",21,185,96,"Italy",1960,"Water Polo","Gold",28.0496712929145
"Hannu Kalevi Manninen","M",19,189,83,"Finland",1998,"Nordic Combined","Silver",23.2356317012402
"Hannu Kalevi Manninen","M",23,189,83,"Finland",2002,"Nordic Combined","Gold",23.2356317012402
"Hannu Kalevi Manninen","M",27,189,83,"Finland",2006,"Nordic Combined","Bronze",23.2356317012402
"Daniel Ricardo ""Danny"" Manning","M",22,208,104,"United States",1988,"Basketball","Bronze",24.0384615384615
"Paul Christian Manning","M",25,189,76,"Great Britain",2000,"Cycling","Bronze",21.2760001119789
"Paul Christian Manning","M",29,189,76,"Great Britain",2004,"Cycling","Silver",21.2760001119789
"Paul Christian Manning","M",33,189,76,"Great Britain",2008,"Cycling","Gold",21.2760001119789
"Trevor Wayne Manning","M",30,175,67,"New Zealand",1976,"Hockey","Gold",21.8775510204082
"Patrick Francis ""Pat"" Manning, Jr.","M",25,190,93,"United States",1992,"Rowing","Silver",25.7617728531856
"Madeline Manning-Jackson (-Mims)","F",20,175,75,"United States",1968,"Athletics","Gold",24.4897959183673
"Madeline Manning-Jackson (-Mims)","F",24,175,75,"United States",1972,"Athletics","Silver",24.4897959183673
"Sebastiano Mannironi","M",30,162,59.5,"Italy",1960,"Weightlifting","Bronze",22.671848803536
"Predrag Manojlovi","M",28,190,105,"Yugoslavia",1980,"Water Polo","Silver",29.0858725761773
"Lia Manoliu (-Raica)","F",28,179,85,"Romania",1960,"Athletics","Bronze",26.528510346119
"Lia Manoliu (-Raica)","F",32,179,85,"Romania",1964,"Athletics","Bronze",26.528510346119
"Lia Manoliu (-Raica)","F",36,179,85,"Romania",1968,"Athletics","Gold",26.528510346119
"Domingo Jos Manrique de Lara Peate","M",30,185,104,"Spain",1992,"Sailing","Gold",30.3871439006574
"Juan Manrique Garca","M",28,182,85,"Cuba",1996,"Baseball","Gold",25.6611520347784
"Juan Manrique Garca","M",33,182,85,"Cuba",2000,"Baseball","Silver",25.6611520347784
"Silvia Manrique Prez","F",19,159,59,"Spain",1992,"Hockey","Gold",23.3376844270401
"Frank Mantek","M",21,174,89,"East Germany",1980,"Weightlifting","Bronze",29.3962214295151
"Jari Sakari Mantila","M",26,189,73,"Finland",1998,"Nordic Combined","Silver",20.4361580022956
"Jari Sakari Mantila","M",30,189,73,"Finland",2002,"Nordic Combined","Gold",20.4361580022956
"Panagiotis Mantis","M",34,180,65,"Greece",2016,"Sailing","Bronze",20.0617283950617
"Vincenzo ""Cencio"" Mantovani","M",22,171,70,"Italy",1964,"Cycling","Silver",23.9389897746315
"Oleksandr Vasylovych Mantsevych","M",20,195,98,"Soviet Union",1980,"Rowing","Bronze",25.7725180802104
"Eero Antero Mntyranta","M",22,170,65,"Finland",1960,"Cross Country Skiing","Gold",22.4913494809689
"Eero Antero Mntyranta","M",26,170,65,"Finland",1964,"Cross Country Skiing","Gold",22.4913494809689
"Eero Antero Mntyranta","M",26,170,65,"Finland",1964,"Cross Country Skiing","Gold",22.4913494809689
"Eero Antero Mntyranta","M",26,170,65,"Finland",1964,"Cross Country Skiing","Silver",22.4913494809689
"Eero Antero Mntyranta","M",30,170,65,"Finland",1968,"Cross Country Skiing","Silver",22.4913494809689
"Eero Antero Mntyranta","M",30,170,65,"Finland",1968,"Cross Country Skiing","Bronze",22.4913494809689
"Eero Antero Mntyranta","M",30,170,65,"Finland",1968,"Cross Country Skiing","Bronze",22.4913494809689
"Huriana Manuel","F",29,166,65,"New Zealand",2016,"Rugby Sevens","Silver",23.5883292204964
"Simone Ashley Manuel","F",20,178,73,"United States",2016,"Swimming","Silver",23.0400201994698
"Simone Ashley Manuel","F",20,178,73,"United States",2016,"Swimming","Gold",23.0400201994698
"Simone Ashley Manuel","F",20,178,73,"United States",2016,"Swimming","Silver",23.0400201994698
"Simone Ashley Manuel","F",20,178,73,"United States",2016,"Swimming","Gold",23.0400201994698
"Mkhitar Razmikovich Manukyan","M",31,166,63,"Kazakhstan",2004,"Wrestling","Bronze",22.8625344752504
"Luvo Manyonga","M",25,NA,NA,"South Africa",2016,"Athletics","Silver",NA
"Gyuzel Tagirovna Manyurova","F",26,174,75,"Russia",2004,"Wrestling","Silver",24.7720967102656
"Gyuzel Tagirovna Manyurova","F",34,174,75,"Kazakhstan",2012,"Wrestling","Bronze",24.7720967102656
"Gyuzel Tagirovna Manyurova","F",38,174,75,"Kazakhstan",2016,"Wrestling","Silver",24.7720967102656
"Ferruccio Manza","M",21,178,78,"Italy",1964,"Cycling","Silver",24.6181037747759
"Leonel Ernesto ""Leo"" Manzano","M",27,165,57,"United States",2012,"Athletics","Silver",20.9366391184573
"Roberto Manzi","M",25,183,70,"Italy",1984,"Fencing","Bronze",20.9023858580429
"Julio Csar Manzur Caffarena","M",23,185,83,"Paraguay",2004,"Football","Silver",24.2512783053324
"Mao Yi","F",16,151,35,"China",2016,"Gymnastics","Bronze",15.3502039384238
"Arthur Mapp","M",26,184,113,"Great Britain",1980,"Judo","Bronze",33.3766540642722
"Roxana Maracineanu","F",25,165,52,"France",2000,"Swimming","Silver",19.1000918273646
"Tibor Maracsk","M",27,180,75,"Hungary",1976,"Modern Pentathlon","Bronze",23.1481481481481
"Tibor Maracsk","M",31,180,75,"Hungary",1980,"Modern Pentathlon","Silver",23.1481481481481
"Elisabeth ""Eli"" Maragall i Verge","F",21,NA,NA,"Spain",1992,"Hockey","Gold",NA
"Duan Maravi","M",21,191,87,"Yugoslavia",1960,"Football","Gold",23.8480304816206
"Harlan Joseph Marbley","M",25,162,48,"United States",1968,"Boxing","Bronze",18.2898948331047
"James Marburg","M",25,191,94,"Australia",2008,"Rowing","Silver",25.7668375318659
"Stephon Xavier Marbury","M",27,187,92,"United States",2004,"Basketball","Bronze",26.3090165575224
"Marcelo ""Marcelinho"" Elgarten","M",33,183,78,"Brazil",2008,"Volleyball","Silver",23.291229956105
"Marcelo Jos ""Marcelinho Paulista"" de Souza","M",22,175,72,"Brazil",1996,"Football","Bronze",23.5102040816327
"Vittorio Marcelli","M",24,185,79,"Italy",1968,"Cycling","Bronze",23.0825420014609
"Marcelo Vieira da Silva Jnior","M",20,173,72,"Brazil",2008,"Football","Bronze",24.0569347455645
"Marcelo Vieira da Silva Jnior","M",24,173,72,"Brazil",2012,"Football","Silver",24.0569347455645
"Rogelio Marcelo Garca","M",27,150,48,"Cuba",1992,"Boxing","Gold",21.3333333333333
"Katy Louise Marchant","F",23,170,72,"Great Britain",2016,"Cycling","Bronze",24.9134948096886
"Carlos Marchena Lpez","M",21,182,75,"Spain",2000,"Football","Silver",22.6421929718633
"Oleksandr Mykolaiovych Marchenko","M",20,197,85,"Soviet Union",1988,"Rowing","Bronze",21.9021361024505
"Vladimir Nikolayevich Marchenko","M",23,169,63,"Soviet Union",1976,"Gymnastics","Silver",22.0580511886839
"Vladimir Nikolayevich Marchenko","M",23,169,63,"Soviet Union",1976,"Gymnastics","Silver",22.0580511886839
"Mrcia Regina ""Mrcia Fu"" Cunha","F",26,185,80,"Brazil",1996,"Volleyball","Bronze",23.3747260774288
"Mrcio Henrique Barroso Arajo","M",34,192,89,"Brazil-1",2008,"Beach Volleyball","Silver",24.1427951388889
"Kstutis Mariulionis","M",24,188,74,"Lithuania",2000,"Basketball","Bronze",20.9370755998189
"Raimondas arnas Mariulionis","M",24,193,95,"Soviet Union",1988,"Basketball","Gold",25.5040403769229
"Raimondas arnas Mariulionis","M",28,193,95,"Lithuania",1992,"Basketball","Bronze",25.5040403769229
"Raimondas arnas Mariulionis","M",32,193,95,"Lithuania",1996,"Basketball","Bronze",25.5040403769229
"Serghei Marcoci","M",25,190,85,"Soviet Union",1988,"Water Polo","Bronze",23.5457063711911
"Serghei Marcoci","M",29,190,85,"Unified Team",1992,"Water Polo","Bronze",23.5457063711911
"Denis Marconato","M",29,211,115,"Italy",2004,"Basketball","Silver",25.8305069517756
"Michael Marcour","M",25,190,88,"West Germany",1984,"Sailing","Silver",24.3767313019391
"Egerton Marcus","M",23,177,75,"Canada",1988,"Boxing","Silver",23.9394809920521
"Marcus Vincius Freire Simes","M",21,195,87,"Brazil",1984,"Volleyball","Silver",22.879684418146
"Tams Mrcz","M",26,186,82,"Hungary",2000,"Water Polo","Gold",23.7021620996647
"Anne R. Marden (-Grainger)","F",26,170,68,"United States",1984,"Rowing","Silver",23.5294117647059
"Anne R. Marden (-Grainger)","F",30,170,68,"United States",1988,"Rowing","Silver",23.5294117647059
"Otakar Mareek","M",29,192,92,"Czechoslovakia",1972,"Rowing","Bronze",24.9565972222222
"Juan Luis Marn Dels","M",21,165,66,"Cuba",1992,"Wrestling","Bronze",24.2424242424242
"Juan Luis Marn Dels","M",25,165,66,"Cuba",1996,"Wrestling","Silver",24.2424242424242
"Juan Luis Marn Dels","M",29,165,66,"Cuba",2000,"Wrestling","Silver",24.2424242424242
"Igor Mareni","M",30,173,70,"Croatia",2016,"Sailing","Gold",23.3886865581877
"Yekaterina Aleksandrovna Marennikova","F",26,176,70,"Russia",2008,"Handball","Silver",22.5981404958678
"Yekaterina Aleksandrovna Marennikova","F",34,176,70,"Russia",2016,"Handball","Gold",22.5981404958678
"Cyrille Maret","M",28,189,108,"France",2016,"Judo","Bronze",30.2343159486017
"Harald Marg","M",25,189,91,"East Germany",1980,"Canoeing","Gold",25.4752106603958
"Maurizio Margaglio","M",27,178,71,"Italy-1",2002,"Figure Skating","Bronze",22.4087867693473
"Melanie Margalis","F",24,173,65,"United States",2016,"Swimming","Gold",21.7180660897457
"Jos Mara Margall Tauler","M",29,198,92,"Spain",1984,"Basketball","Silver",23.4669931639629
"Mara Mercedes ""Mechi"" Margalot","F",25,159,52,"Argentina",2000,"Hockey","Silver",20.5688066136624
"Mara Mercedes ""Mechi"" Margalot","F",29,159,52,"Argentina",2004,"Hockey","Bronze",20.5688066136624
"Mara Mercedes ""Mechi"" Margalot","F",33,159,52,"Argentina",2008,"Hockey","Bronze",20.5688066136624
"Elena Mrgrit-Niculecu (-Dobrovolschi, -Fodor)","F",23,162,61,"Romania",1960,"Gymnastics","Bronze",23.2434080170706
"Gilles Marguet","M",34,171,70,"France",2002,"Biathlon","Bronze",23.9389897746315
"Marianne ""Mari"" Steinbrecher","F",24,188,70,"Brazil",2008,"Volleyball","Gold",19.8053417836125
"Felice Mariani","M",22,160,60,"Italy",1976,"Judo","Bronze",23.4375
"Arthur Nory Oyakawa Mariano","M",22,169,65,"Brazil",2016,"Gymnastics","Bronze",22.7583067819754
"Bruno Marie-Rose","M",23,193,83,"France",1988,"Athletics","Bronze",22.2824773819431
"Hanna Emilie Marin","F",26,169,65,"Belgium",2008,"Athletics","Silver",22.7583067819754
"Carolina Mara Marn Marn","F",23,172,65,"Spain",2016,"Badminton","Gold",21.9713358572201
"Corneliu ""Cornel"" Marin","M",23,177,80,"Romania",1976,"Fencing","Bronze",25.5354463915222
"Corneliu ""Cornel"" Marin","M",31,177,80,"Romania",1984,"Fencing","Bronze",25.5354463915222
"Dan Marin","M",23,185,81,"Romania",1972,"Handball","Bronze",23.6669101533966
"Claudiu Gabriel Marin","M",19,NA,NA,"Romania",1992,"Rowing","Silver",NA
"Marco Marin","M",21,180,71,"Italy",1984,"Fencing","Silver",21.9135802469136
"Marco Marin","M",21,180,71,"Italy",1984,"Fencing","Gold",21.9135802469136
"Marco Marin","M",25,180,71,"Italy",1988,"Fencing","Bronze",21.9135802469136
"Marco Marin","M",29,180,71,"Italy",1992,"Fencing","Silver",21.9135802469136
"Alexandra Marinescu","F",15,146,40,"Romania",1996,"Gymnastics","Bronze",18.7652467629949
"Tecla Marinescu-Borcnea (Afanasie-)","F",24,175,67,"Romania",1984,"Canoeing","Gold",21.8775510204082
"Fiorenzo Marini","M",46,NA,NA,"Italy",1960,"Fencing","Gold",NA
"Maksim Viktorovich Marinin","M",28,187,80,"Russia-1",2006,"Figure Skating","Gold",22.8774057021934
"Martin Georgiev Marinov","M",20,178,88,"Bulgaria",1988,"Canoeing","Bronze",27.7742709253882
"Martin Georgiev Marinov","M",24,178,88,"Bulgaria",1992,"Canoeing","Bronze",27.7742709253882
"Sevdalin Iliyanov Marinov","M",20,152,59,"Bulgaria",1988,"Weightlifting","Gold",25.536703601108
"Tereza Moncheva Marinova","F",23,173,56,"Bulgaria",2000,"Athletics","Gold",18.7109492465502
"Zornitsa Marinova","F",17,170,52,"Bulgaria",2004,"Rhythmic Gymnastics","Bronze",17.9930795847751
"Shawn Dwayne Marion","M",26,200,97,"United States",2004,"Basketball","Bronze",24.25
"Gnter Maritschnigg","M",26,172,74,"Germany",1960,"Wrestling","Silver",25.013520822066
"Russell Andrew Mark","M",32,183,85,"Australia",1996,"Shooting","Gold",25.3814685419093
"Russell Andrew Mark","M",36,183,85,"Australia",2000,"Shooting","Silver",25.3814685419093
"Vladimir Nikolayevich Markelov","M",18,167,58,"Soviet Union",1976,"Gymnastics","Silver",20.7967298935064
"Vladimir Nikolayevich Markelov","M",22,167,58,"Soviet Union",1980,"Gymnastics","Gold",20.7967298935064
"Piotr Markiewicz","M",22,184,80,"Poland",1996,"Canoeing","Bronze",23.6294896030246
"Viktor Fyodorovich Markin","M",23,183,73,"Soviet Union",1980,"Athletics","Gold",21.7982023948162
"Viktor Fyodorovich Markin","M",23,183,73,"Soviet Union",1980,"Athletics","Gold",21.7982023948162
"Vin Johannes Markkanen","M",35,170,68,"Finland",1964,"Shooting","Gold",23.5294117647059
"Jadwiga Marko-Ksiek","F",25,178,68,"Poland",1964,"Volleyball","Bronze",21.4619366241636
"Jadwiga Marko-Ksiek","F",29,178,68,"Poland",1968,"Volleyball","Bronze",21.4619366241636
"Aleksey Mikhaylovich Markov","M",17,181,81,"Russia",1996,"Cycling","Silver",24.7245200085467
"Aleksey Mikhaylovich Markov","M",21,181,81,"Russia",2000,"Cycling","Bronze",24.7245200085467
"Aleksey Mikhaylovich Markov","M",29,181,81,"Russia",2008,"Cycling","Bronze",24.7245200085467
"Daniil Yevgenyevich ""Danny"" Markov","M",25,185,86,"Russia",2002,"Ice Hockey","Bronze",25.1278305332359
"Georgi Markov","M",22,169,69,"Bulgaria",2000,"Weightlifting","Silver",24.1588179685585
"Georgi Markov","M",26,166,62,"Bulgaria",1972,"Wrestling","Gold",22.4996371026274
"Ilya Vladislavovich Markov","M",24,174,64,"Russia",1996,"Athletics","Silver",21.1388558594266
"Khristo Ganchev Markov","M",23,185,76,"Bulgaria",1988,"Athletics","Gold",22.2059897735573
"Stefan Markovi","M",28,199,96,"Serbia",2016,"Basketball","Silver",24.2418120754526
"Klmn Markovits de Spizza et Kisterpest","M",28,178,71,"Hungary",1960,"Water Polo","Bronze",22.4087867693473
"Aleksey Viktorovich Markovsky","M",23,188,83,"Soviet Union",1980,"Swimming","Silver",23.4834766862834
"Erzsbet Mrkus-Peresztegi","F",31,167,69,"Hungary",2000,"Weightlifting","Silver",24.7409372871024
"Halyna Petrivna Markushevska","F",28,192,85,"Ukraine",2004,"Handball","Bronze",23.0577256944444
"Niels Peter Markussen","M",34,177,68,"Denmark",1968,"Sailing","Silver",21.7051294327939
"Robert Davies Marland","M",28,195,94,"Canada",1992,"Rowing","Gold",24.7205785667324
"Patrick Denis Marleau","M",30,188,95,"Canada",2010,"Ice Hockey","Gold",26.8786781349027
"Patrick Denis Marleau","M",34,188,95,"Canada",2014,"Ice Hockey","Gold",26.8786781349027
"Christian F. ""Chris"" Marlowe","M",32,190,86,"United States",1984,"Volleyball","Gold",23.8227146814404
"Anna Louise Marmont","F",30,158,50,"Sweden",1998,"Curling","Bronze",20.0288415318058
"Zoran Maroevi","M",26,204,95,"Yugoslavia",1968,"Basketball","Silver",22.8277585544022
"McKayla Rose Maroney","F",16,160,46,"United States",2012,"Gymnastics","Gold",17.96875
"McKayla Rose Maroney","F",16,160,46,"United States",2012,"Gymnastics","Silver",17.96875
"Magdolna ""Magda"" Maros","F",24,170,56,"Hungary",1976,"Fencing","Bronze",19.3771626297578
"Magdolna ""Magda"" Maros","F",28,170,56,"Hungary",1980,"Fencing","Silver",19.3771626297578
"Magdolna ""Magda"" Maros","F",28,170,56,"Hungary",1980,"Fencing","Bronze",19.3771626297578
"dm Marosi","M",27,181,75,"Hungary",2012,"Modern Pentathlon","Bronze",22.8930740819877
"Paula Marosi (-Fldessy)","F",27,170,63,"Hungary",1964,"Fencing","Gold",21.7993079584775
"Paula Marosi (-Fldessy)","F",31,170,63,"Hungary",1968,"Fencing","Silver",21.7993079584775
"Pter Mart","M",27,183,84,"Hungary",1972,"Fencing","Silver",25.0828630296515
"Pter Mart","M",27,183,84,"Hungary",1972,"Fencing","Bronze",25.0828630296515
"Helen Louise Maroulis","F",24,163,57,"United States",2016,"Wrestling","Gold",21.4535737137265
"Uro Marovi","M",22,196,94,"Yugoslavia",1968,"Water Polo","Gold",24.4689712619742
"Dzsenifer Marozsn","F",24,171,68,"Germany",2016,"Football","Gold",23.2550186382135
"Darcy Marquardt","F",33,182,72,"Canada",2012,"Rowing","Silver",21.7365052529888
"Armando da Silva Marques","M",39,162,66,"Portugal",1976,"Shooting","Silver",25.148605395519
"Wlamir Marques","M",23,185,80,"Brazil",1960,"Basketball","Bronze",23.3747260774288
"Wlamir Marques","M",27,185,80,"Brazil",1964,"Basketball","Bronze",23.3747260774288
"Yane Mrcia Campos da Fonseca Marques","F",28,166,55,"Brazil",2012,"Modern Pentathlon","Bronze",19.9593554942662
"Marcos ""Marquinhos"" Aos Corra","M",22,185,75,"Brazil",2016,"Football","Gold",21.9138056975895
"Gail Annette Marquis","F",21,182,75,"United States",1976,"Basketball","Silver",22.6421929718633
"Gareth John Marriott","M",22,185,73,"Great Britain",1992,"Canoeing","Silver",21.3294375456538
"Davit ""Dato"" Marsagishvili","M",21,186,84,"Georgia",2012,"Wrestling","Bronze",24.2802636142907
