"Name","Sex","Age","Height","Weight","Team","Year","Sport","Medal","BMI"
"Ludk Macela","M",29,183,78,"Czechoslovakia",1980,"Football","Gold",23.291229956105
"Vtzslav Mcha","M",24,172,74,"Czechoslovakia",1972,"Wrestling","Gold",25.013520822066
"Vtzslav Mcha","M",28,172,74,"Czechoslovakia",1976,"Wrestling","Silver",25.013520822066
"Oldich Macha","M",21,178,80,"Czechoslovakia",1968,"Ice Hockey","Silver",25.2493372048984
"Oldich Macha","M",25,178,80,"Czechoslovakia",1972,"Ice Hockey","Bronze",25.2493372048984
"Oldich Macha","M",29,178,80,"Czechoslovakia",1976,"Ice Hockey","Silver",25.2493372048984
"Roger Machado Morales","M",30,177,88,"Cuba",2004,"Baseball","Gold",28.0889910306745
"scar Macas Hernndez","M",31,171,88,"Cuba",2000,"Baseball","Silver",30.0947300023939
"Allan ""Al"" MacInnis","M",38,188,95,"Canada",2002,"Ice Hockey","Gold",26.8786781349027
"Lutz Mack","M",23,168,65,"East Germany",1976,"Gymnastics","Bronze",23.0300453514739
"Lutz Mack","M",27,168,65,"East Germany",1980,"Gymnastics","Silver",23.0300453514739
"Timothy ""Tim"" Mack","M",31,187,81,"United States",2004,"Athletics","Gold",23.1633732734708
"John Barry MacKenzie","M",26,182,86,"Canada",1968,"Ice Hockey","Bronze",25.9630479410699
"Linda June MacKenzie (-Single)","F",24,161,52,"Australia",2008,"Swimming","Gold",20.0609544384862
"Lisa Maree Mackie","F",20,179,72,"Australia",1996,"Swimming","Bronze",22.4712087637714
"Archibald A. ""Archie"" MacKinnon","M",23,188,81,"Canada",1960,"Rowing","Silver",22.9176097781802
"Brittany MacLean","F",22,172,70,"Canada",2016,"Swimming","Bronze",23.6614386154678
"Craig MacLean","M",29,174,87,"Great Britain",2000,"Cycling","Silver",28.735632183908
"Rosannagh ""Rosie"" MacLennan","F",23,158,54,"Canada",2012,"Trampolining","Gold",21.6311488543503
"Rosannagh ""Rosie"" MacLennan","F",27,158,54,"Canada",2016,"Trampolining","Gold",21.6311488543503
"Carla MacLeod","F",23,163,63,"Canada",2006,"Ice Hockey","Gold",23.7118446309609
"Carla MacLeod","F",27,163,63,"Canada",2010,"Ice Hockey","Gold",23.7118446309609
"Hannah Louise Macleod","F",28,172,67,"Great Britain",2012,"Hockey","Bronze",22.6473769605192
"Hannah Louise Macleod","F",32,172,67,"Great Britain",2016,"Hockey","Gold",22.6473769605192
"Kathleen MacLeod","F",25,168,61,"Australia",2012,"Basketball","Bronze",21.6128117913832
"William Stewart ""Bill"" MacMillan","M",24,178,84,"Canada",1968,"Ice Hockey","Bronze",26.5118040651433
"Shannon Ann MacMillan","F",21,165,59,"United States",1996,"Football","Gold",21.6712580348944
"Shannon Ann MacMillan","F",25,165,59,"United States",2000,"Football","Silver",21.6712580348944
"Camelia Macoviciuc-Mihalcea","F",28,176,57,"Romania",1996,"Rowing","Gold",18.4013429752066
"Michelle A. MacPherson (-Hojnacki)","F",18,163,50,"Canada",1984,"Swimming","Bronze",18.8189243102864
"Kate ""Katie"" Mactier","F",29,171,57,"Australia",2004,"Cycling","Silver",19.4931773879142
"Milan Mavan","M",26,205,107,"Serbia",2016,"Basketball","Silver",25.4610350981559
"Natalia Madaj","F",28,175,68,"Poland",2016,"Rowing","Gold",22.2040816326531
"Norbert Madaras","M",24,191,91,"Hungary",2004,"Water Polo","Gold",24.9444916531893
"Norbert Madaras","M",28,191,91,"Hungary",2008,"Water Polo","Gold",24.9444916531893
"Giuseppe Maddaloni","M",24,172,81,"Italy",2000,"Judo","Gold",27.3796646836128
"Elizabeth ""Beezie"" Madden (Patton-)","F",40,168,63,"United States",2004,"Equestrianism","Gold",22.3214285714286
"Elizabeth ""Beezie"" Madden (Patton-)","F",44,168,63,"United States",2008,"Equestrianism","Bronze",22.3214285714286
"Elizabeth ""Beezie"" Madden (Patton-)","F",44,168,63,"United States",2008,"Equestrianism","Gold",22.3214285714286
"Elizabeth ""Beezie"" Madden (Patton-)","F",52,168,63,"United States",2016,"Equestrianism","Silver",22.3214285714286
"Uwe Madeja","M",21,183,82,"East Germany",1980,"Canoeing","Silver",24.485652005136
"Gnther Mader","M",27,177,77,"Austria",1992,"Alpine Skiing","Bronze",24.5778671518401
"Tom Mder","M",26,165,68,"Czech Republic-1",2000,"Canoeing","Bronze",24.9770431588613
"Antony Morgan ""Tony"" Madigan","M",30,185,80,"Australia",1960,"Boxing","Bronze",23.3747260774288
"Stefka Mikhaylova Madina","F",25,175,72,"Bulgaria",1988,"Rowing","Bronze",23.5102040816327
"Tianna Madison-Bartoletta","F",26,168,58,"United States",2012,"Athletics","Gold",20.5498866213152
"Tianna Madison-Bartoletta","F",30,168,58,"United States",2016,"Athletics","Gold",20.5498866213152
"Tianna Madison-Bartoletta","F",30,168,58,"United States",2016,"Athletics","Gold",20.5498866213152
"Geoffrey ""Jeff"" Madrigali","M",40,180,88,"United States",1996,"Sailing","Bronze",27.1604938271605
"Djan Garrido Madruga","M",21,181,69,"Brazil",1980,"Swimming","Bronze",21.0616281554287
"Frederik Rodenberg Madsen","M",18,187,73,"Denmark",2016,"Cycling","Bronze",20.8756327032514
"Gitte Madsen","F",27,NA,NA,"Denmark",1996,"Handball","Gold",NA
"Jens-Erik Madsen","M",27,180,72,"Denmark",2008,"Cycling","Silver",22.2222222222222
"Jimmi Madsen","M",23,183,72,"Denmark",1992,"Cycling","Bronze",21.4995968825584
"Mark Overgaard Madsen","M",31,177,80,"Denmark",2016,"Wrestling","Silver",25.5354463915222
"Sren Madsen","M",24,185,71,"Denmark",2000,"Rowing","Bronze",20.745069393718
"Kingsley Madu","M",20,171,79,"Nigeria",2016,"Football","Bronze",27.0168598885127
"Kamandar Bafaliyevich Madzhidov","M",26,168,62,"Soviet Union",1988,"Wrestling","Gold",21.9671201814059
"Jaak Mae","M",29,182,77,"Estonia",2002,"Cross Country Skiing","Bronze",23.2459847844463
"Echiko Maeda (-Tamura)","F",24,175,64,"Japan",1976,"Volleyball","Gold",20.8979591836735
"Wolfgang Maennig","M",28,195,90,"West Germany",1988,"Rowing","Gold",23.6686390532544
"Vincenzo Maenza","M",22,160,48,"Italy",1984,"Wrestling","Gold",18.75
"Vincenzo Maenza","M",26,160,48,"Italy",1988,"Wrestling","Gold",18.75
"Vincenzo Maenza","M",30,160,48,"Italy",1992,"Wrestling","Silver",18.75
"Mihaela Maevska","F",25,172,54,"Bulgaria",2016,"Rhythmic Gymnastics","Bronze",18.2531097890752
"Asier Maeztu Villalabeitia","M",26,187,83,"Spain",2004,"Cycling","Bronze",23.7353084160256
"Michele Maffei","M",21,178,79,"Italy",1968,"Fencing","Silver",24.9337204898371
"Michele Maffei","M",25,178,79,"Italy",1972,"Fencing","Gold",24.9337204898371
"Michele Maffei","M",29,178,79,"Italy",1976,"Fencing","Silver",24.9337204898371
"Michele Maffei","M",33,178,79,"Italy",1980,"Fencing","Silver",24.9337204898371
"Ji Magl","M",32,174,65,"Czech Republic",2010,"Cross Country Skiing","Bronze",21.4691504822301
"Istvn Magas","M",20,186,85,"Hungary",1972,"Water Polo","Silver",24.5693143716036
"Arthur Barrington ""Barry"" Magee","M",26,165,53,"New Zealand",1960,"Athletics","Bronze",19.4674012855831
"Samantha ""Sam"" Magee","F",21,182,83,"United States",2004,"Rowing","Silver",25.0573602221954
"Manuela Mager (-Holzapfel)","F",17,NA,NA,"East Germany-1",1980,"Figure Skating","Bronze",NA
"Wolfgang Mager","M",20,190,87,"East Germany",1972,"Rowing","Gold",24.0997229916898
"Wolfgang Mager","M",23,190,87,"East Germany",1976,"Rowing","Gold",24.0997229916898
"Rose Mary Magers (-Powell)","F",24,190,73,"United States",1984,"Volleyball","Silver",20.2216066481994
"Maurren Higa Maggi","F",32,173,61,"Brazil",2008,"Athletics","Gold",20.3815697149921
"Jean-Claude Magnan","M",23,180,75,"France",1964,"Fencing","Silver",23.1481481481481
"Jean-Claude Magnan","M",23,180,75,"France",1964,"Fencing","Bronze",23.1481481481481
"Jean-Claude Magnan","M",27,180,75,"France",1968,"Fencing","Gold",23.1481481481481
"Jean-Claude Magnan","M",31,180,75,"France",1972,"Fencing","Bronze",23.1481481481481
"Gabriele Magni","M",26,185,70,"Italy",2000,"Fencing","Bronze",20.4528853177502
"Filippo Magnini","M",22,188,80,"Italy",2004,"Swimming","Bronze",22.6346763241286
"Christine Marie Magnuson","F",22,185,73,"United States",2008,"Swimming","Silver",21.3294375456538
"Christine Marie Magnuson","F",22,185,73,"United States",2008,"Swimming","Silver",21.3294375456538
"James Magnussen","M",21,198,94,"Australia",2012,"Swimming","Silver",23.9771451892664
"James Magnussen","M",21,198,94,"Australia",2012,"Swimming","Bronze",23.9771451892664
"James Magnussen","M",25,198,94,"Australia",2016,"Swimming","Bronze",23.9771451892664
"Karen Diane Magnussen (-Cella)","F",19,160,53,"Canada",1972,"Figure Skating","Silver",20.703125
"Khadzhimurat Saygidmagomedovich Magomedov","M",22,178,82,"Russia",1996,"Wrestling","Gold",25.8805706350208
"Paoletta ""Paola"" Magoni-Sforza","F",19,159,52,"Italy",1984,"Alpine Skiing","Gold",20.5688066136624
"Emily Maguire","F",24,169,61,"Great Britain",2012,"Hockey","Bronze",21.3577955953923
"Zoltn Magyar","M",22,165,60,"Hungary",1976,"Gymnastics","Gold",22.038567493113
"Zoltn Magyar","M",26,165,60,"Hungary",1980,"Gymnastics","Bronze",22.038567493113
"Zoltn Magyar","M",26,165,60,"Hungary",1980,"Gymnastics","Gold",22.038567493113
"Kevin P. Mahaney","M",30,185,89,"United States",1992,"Sailing","Silver",26.0043827611395
"Kentin Mah","M",25,186,83,"France",2016,"Handball","Silver",23.9912128569777
"Pascal Jean Michel Robert Mah","M",28,196,98,"France",1992,"Handball","Bronze",25.5102040816327
"Benjamin Richard ""Ben"" Maher","M",29,183,68,"Great Britain",2012,"Equestrianism","Gold",20.3051748335274
"William Patrick ""Bill"" Maher","M",22,186,86,"United States",1968,"Rowing","Bronze",24.8583651289166
"Kim Ly Maher","F",24,167,NA,"United States",1996,"Softball","Gold",NA
"Robyn Leigh Maher (Gull-)","F",36,178,73,"Australia",1996,"Basketball","Bronze",23.0400201994698
"Jesse Mahieu","M",25,195,92,"Netherlands",2004,"Hockey","Silver",24.1946088099934
"Walter Mahlendorf","M",25,182,81,"Germany",1960,"Athletics","Gold",24.4535684096124
"Arshad Mahmood","M",28,189,77,"Pakistan",1976,"Hockey","Bronze",21.5559474818734
"Ayaz Mahmood","M",20,170,65,"Pakistan",1984,"Hockey","Gold",22.4913494809689
"Hussain Khalid Mahmood","M",22,175,71,"Pakistan",1964,"Hockey","Silver",23.1836734693878
"Hussain Khalid Mahmood","M",26,175,71,"Pakistan",1968,"Hockey","Gold",23.1836734693878
"Joseph Mahmoud","M",28,174,65,"France",1984,"Athletics","Silver",21.4691504822301
"Christopher John ""Chris"" Mahoney","M",21,184,84,"Great Britain",1980,"Rowing","Silver",24.8109640831758
"William Victor ""Bill"" Mahony","M",22,180,70,"Canada",1972,"Swimming","Bronze",21.6049382716049
"Dominic Jan Graham Mahony","M",24,190,86,"Great Britain",1988,"Modern Pentathlon","Bronze",23.8227146814404
"Phillip Ferdinand ""Phil"" Mahre","M",22,175,77,"United States",1980,"Alpine Skiing","Silver",25.1428571428571
"Phillip Ferdinand ""Phil"" Mahre","M",26,175,77,"United States",1984,"Alpine Skiing","Gold",25.1428571428571
"Steven Irving ""Steve"" Mahre","M",26,176,77,"United States",1984,"Alpine Skiing","Silver",24.8579545454545
"Wolfgang Maibohm","M",21,198,90,"East Germany",1972,"Volleyball","Silver",22.9568411386593
"Fred Anton Maier","M",25,192,87,"Norway",1964,"Speed Skating","Bronze",23.6002604166667
"Fred Anton Maier","M",25,192,87,"Norway",1964,"Speed Skating","Silver",23.6002604166667
"Fred Anton Maier","M",29,192,87,"Norway",1968,"Speed Skating","Gold",23.6002604166667
"Fred Anton Maier","M",29,192,87,"Norway",1968,"Speed Skating","Silver",23.6002604166667
"Hermann Maier","M",25,180,90,"Austria",1998,"Alpine Skiing","Gold",27.7777777777778
"Hermann Maier","M",25,180,90,"Austria",1998,"Alpine Skiing","Gold",27.7777777777778
"Hermann Maier","M",33,180,90,"Austria",2006,"Alpine Skiing","Silver",27.7777777777778
"Hermann Maier","M",33,180,90,"Austria",2006,"Alpine Skiing","Bronze",27.7777777777778
"Leonie Rebekka Maier","F",23,163,62,"Germany",2016,"Football","Gold",23.3354661447552
"Gerald Grant Main","M",24,189,90,"Canada",1984,"Rowing","Gold",25.1952632905014
"Rexy Ronald Mainaky","M",28,170,65,"Indonesia",1996,"Badminton","Gold",22.4913494809689
"Sandrine Mainville","F",24,173,65,"Canada",2016,"Swimming","Bronze",21.7180660897457
"Anna Maiques i Dern","F",24,NA,NA,"Spain",1992,"Hockey","Gold",NA
"Sigisfredo Mair","M",24,176,83,"Italy-1",1964,"Luge","Bronze",26.7949380165289
"Barry John Maister","M",28,187,80,"New Zealand",1976,"Hockey","Gold",22.8774057021934
"Selwyn Gerald Maister","M",30,163,64,"New Zealand",1976,"Hockey","Gold",24.0882231171666
"Clover Margaret Maitland","F",24,168,62,"Australia",1996,"Hockey","Gold",21.9671201814059
"Clover Margaret Maitland","F",28,168,62,"Australia",2000,"Hockey","Gold",21.9671201814059
"Nojim Maiyegun","M",23,170,70,"Nigeria",1964,"Boxing","Bronze",24.2214532871972
"Laura Maiztegui","F",21,163,64,"Argentina",2000,"Hockey","Silver",24.0882231171666
"Fabio Maj","M",27,183,78,"Italy",1998,"Cross Country Skiing","Silver",23.291229956105
"Fabio Maj","M",31,183,78,"Italy",2002,"Cross Country Skiing","Silver",23.291229956105
"Sven Christer Majbck","M",28,184,72,"Sweden",1992,"Cross Country Skiing","Bronze",21.2665406427221
"Petra Majdi","F",30,176,65,"Slovenia",2010,"Cross Country Skiing","Bronze",20.9839876033058
"Daniel Lewis ""Dan"" Majerle","M",23,198,98,"United States",1988,"Basketball","Bronze",24.9974492398735
"Tomasz Majewski","M",26,204,142,"Poland",2008,"Athletics","Gold",34.1214917339485
"Tomasz Majewski","M",30,204,142,"Poland",2012,"Athletics","Gold",34.1214917339485
"Rafa Majka","M",26,173,61,"Poland",2016,"Cycling","Bronze",20.3815697149921
"Istvn Majoros","M",30,165,60,"Hungary",2004,"Wrestling","Gold",22.038567493113
"Biljana Majstorovi","F",20,191,75,"Yugoslavia",1980,"Basketball","Bronze",20.5586469669143
"Alina Andreyevna Makarenko","F",17,172,48,"Russia",2012,"Rhythmic Gymnastics","Gold",16.2249864791779
"Serhiy Lavrentiyovych Makarenko","M",22,171,70,"Soviet Union",1960,"Canoeing","Gold",23.9389897746315
"Vyacheslav Nikolayevich Makarenko","M",28,180,84,"Belarus",2004,"Wrestling","Bronze",25.9259259259259
"Tetiana Ivanivna Makarets-Kocherhina","F",20,175,75,"Soviet Union",1976,"Handball","Gold",24.4897959183673
"Tetiana Ivanivna Makarets-Kocherhina","F",24,175,75,"Soviet Union",1980,"Handball","Gold",24.4897959183673
"Aleksandr Fyodorovich Makarov","M",29,184,98,"Soviet Union",1980,"Athletics","Silver",28.9461247637051
"Igor Viktorovich Makarov","M",25,180,100,"Belarus",2004,"Judo","Gold",30.8641975308642
"Oleg Vitalyevich Makarov","M",21,178,77,"Soviet Union-2",1984,"Figure Skating","Bronze",24.3024870597147
"Sergey Aleksandrovich Makarov","M",27,192,100,"Russia",2000,"Athletics","Bronze",27.1267361111111
"Sergey Aleksandrovich Makarov","M",31,192,100,"Russia",2004,"Athletics","Bronze",27.1267361111111
"Sergey Mikhaylovich Makarov","M",21,170,77,"Soviet Union",1980,"Ice Hockey","Silver",26.643598615917
"Sergey Mikhaylovich Makarov","M",25,170,77,"Soviet Union",1984,"Ice Hockey","Gold",26.643598615917
"Sergey Mikhaylovich Makarov","M",29,170,77,"Soviet Union",1988,"Ice Hockey","Gold",26.643598615917
"Vitaly Valeryevich Makarov","M",30,174,73,"Russia",2004,"Judo","Silver",24.1115074646585
"Yekaterina Valeryevna Makarova","F",28,176,65,"Russia-2",2016,"Tennis","Gold",20.9839876033058
"Petkana Bogdanova Makaveeva","F",23,174,66,"Bulgaria",1976,"Basketball","Bronze",21.7994451050337
"Petkana Bogdanova Makaveeva","F",27,174,66,"Bulgaria",1980,"Basketball","Silver",21.7994451050337
"Mikko Matti Mkel","M",28,188,86.5,"Finland",1994,"Ice Hockey","Bronze",24.473743775464
"Wille Jarno Wilhelm Mkel","M",31,170,86,"Finland",2006,"Curling","Silver",29.757785467128
"Satu Mkel-Nummela","F",37,169,63,"Finland",2008,"Shooting","Gold",22.0580511886839
"Andrey Gennadyevich Makeyev","M",24,197,92,"Soviet Union",1976,"Basketball","Bronze",23.7058414285346
"Antonina Viktorovna Makhina-Dumcheva-Zelikovich","F",22,178,81,"Soviet Union",1980,"Rowing","Silver",25.5649539199596
"Antonina Viktorovna Makhina-Dumcheva-Zelikovich","F",30,178,81,"Soviet Union",1988,"Rowing","Silver",25.5649539199596
"Antonina Viktorovna Makhina-Dumcheva-Zelikovich","F",34,178,81,"Unified Team",1992,"Rowing","Bronze",25.5649539199596
"Taoufik Makhloufi","M",24,170,67,"Algeria",2012,"Athletics","Gold",23.1833910034602
"Taoufik Makhloufi","M",28,170,67,"Algeria",2016,"Athletics","Silver",23.1833910034602
"Taoufik Makhloufi","M",28,170,67,"Algeria",2016,"Athletics","Silver",23.1833910034602
"Vadim Gennadyevich Makhnyov","M",24,196,100,"Belarus",2004,"Canoeing","Bronze",26.0308204914619
"Vadim Gennadyevich Makhnyov","M",28,196,100,"Belarus",2008,"Canoeing","Bronze",26.0308204914619
"Vadim Gennadyevich Makhnyov","M",28,196,100,"Belarus",2008,"Canoeing","Gold",26.0308204914619
"Vadim Gennadyevich Makhnyov","M",32,196,100,"Belarus",2012,"Canoeing","Silver",26.0308204914619
"Viktor Pavlovich Makhorin","M",32,189,92,"Soviet Union",1980,"Handball","Silver",25.7551580302903
"Bilyal Valeryevich Makhov","M",24,200,125,"Russia",2012,"Wrestling","Bronze",31.25
"Irina Petrovna Makogonova (-Kolodyazhnaya)","F",20,179,79,"Soviet Union",1980,"Volleyball","Gold",24.6559096158047
"Lucas Markian Makowsky","M",22,181,78,"Canada",2010,"Speed Skating","Gold",23.8087970452672
"Katalin Makray-Schmitt","F",19,168,54,"Hungary",1964,"Gymnastics","Silver",19.1326530612245
"Nikolay Mikhaylovich Maksimov","M",27,190,95,"Russia",2000,"Water Polo","Silver",26.3157894736842
"Nikolay Mikhaylovich Maksimov","M",31,190,95,"Russia",2004,"Water Polo","Bronze",26.3157894736842
"Vladimir Salmanovich Maksimov","M",30,186,97,"Soviet Union",1976,"Handball","Gold",28.0379234593595
"Anastasiya Ivanovna Maksimova","F",25,170,50,"Russia",2016,"Rhythmic Gymnastics","Gold",17.3010380622837
"Goran Maksimovi","M",25,168,63,"Yugoslavia",1988,"Shooting","Gold",22.3214285714286
"Ivana Maksimovi-Anui","F",22,161,51,"Serbia",2012,"Shooting","Silver",19.6751668531307
"Bohdan Volodymyrovych Makuts","M",20,171,63,"Soviet Union",1980,"Gymnastics","Gold",21.5450907971684
"Natalia Mara Mlaga Dibos","F",24,170,59,"Peru",1988,"Volleyball","Silver",20.4152249134948
"Hedaya Ahmad Malak Wahba","F",23,174,57,"Egypt",2016,"Taekwondo","Bronze",18.8267934998018
"Waldemar Malak","M",22,177,100,"Poland",1992,"Weightlifting","Bronze",31.9193079894028
"Raimkul Khadoynazarovich Malakhbekov","M",21,168,54,"Russia",1996,"Boxing","Bronze",19.1326530612245
"Raimkul Khadoynazarovich Malakhbekov","M",26,168,54,"Russia",2000,"Boxing","Silver",19.1326530612245
"Vladimir Igorevich Malakhov","M",23,193,105,"Unified Team",1992,"Ice Hockey","Gold",28.1886762060726
"Vladimir Igorevich Malakhov","M",33,193,105,"Russia",2002,"Ice Hockey","Bronze",28.1886762060726
"Giusi Letizia Malato","F",33,170,77,"Italy",2004,"Water Polo","Gold",26.643598615917
"Thomas Andrew ""Tom"" Malchow","M",19,198,86,"United States",1996,"Swimming","Silver",21.9365370880522
"Thomas Andrew ""Tom"" Malchow","M",24,198,86,"United States",2000,"Swimming","Gold",21.9365370880522
"Galina Vyacheslavovna Malchugina (Mikheyeva-)","F",25,168,62,"Soviet Union",1988,"Athletics","Bronze",21.9671201814059
"Galina Vyacheslavovna Malchugina (Mikheyeva-)","F",29,168,62,"Unified Team",1992,"Athletics","Silver",21.9671201814059
"Claudio Andrs del Trnsito Maldonado Rivera","M",20,173,67,"Chile",2000,"Football","Bronze",22.3863142771225
"Orlando Maldonado","M",17,158,47,"Puerto Rico",1976,"Boxing","Bronze",18.8271110398974
"Ji Malec","M",25,NA,NA,"Czechoslovakia",1988,"Ski Jumping","Bronze",NA
"Manuela Georgieva Maleeva-Fragnire","F",21,173,58,"Bulgaria",1988,"Tennis","Bronze",19.379197433927
"Petr Mlek","M",38,175,78,"Czech Republic",2000,"Shooting","Silver",25.469387755102
"Tijana Maleevi","F",25,185,78,"Serbia",2016,"Volleyball","Silver",22.7903579254931
"Aleksandr Ivanovich Maletin","M",25,170,64,"Russia",2000,"Boxing","Bronze",22.1453287197232
"Doris Maletzki (-Brachmann-)","F",24,168,56,"East Germany",1976,"Athletics","Gold",19.8412698412698
"Aleksandr Ivanovich Maleyev","M",25,168,62,"Soviet Union",1972,"Gymnastics","Silver",21.9671201814059
"Joaqun ""Kim"" Malgosa Morera","M",32,184,78,"Spain",1996,"Hockey","Silver",23.038752362949
"Santiago Malgosa Morera","M",23,179,71,"Spain",1980,"Hockey","Silver",22.1591086420524
"Policarp Malhin","M",22,178,74,"Romania",1976,"Canoeing","Bronze",23.355636914531
"Marek Malk","M",30,196,103,"Czech Republic",2006,"Ice Hockey","Bronze",26.8117451062057
"Muhammad Asad Malik","M",22,165,72,"Pakistan",1964,"Hockey","Silver",26.4462809917355
"Muhammad Asad Malik","M",26,165,72,"Pakistan",1968,"Hockey","Gold",26.4462809917355
"Muhammad Asad Malik","M",30,165,72,"Pakistan",1972,"Hockey","Silver",26.4462809917355
"Sakshi Malik","F",23,162,58,"India",2016,"Wrestling","Bronze",22.1002895900015
"Bronisaw Malinowski","M",25,182,68,"Poland",1976,"Athletics","Silver",20.5289216278227
"Bronisaw Malinowski","M",29,182,68,"Poland",1980,"Athletics","Gold",20.5289216278227
"Stefano Malinverni","M",21,180,73,"Italy",1980,"Athletics","Bronze",22.5308641975309
"Igor Alekseyevich Malkov","M",18,186,82,"Soviet Union",1984,"Speed Skating","Silver",23.7021620996647
"Igor Alekseyevich Malkov","M",18,186,82,"Soviet Union",1984,"Speed Skating","Gold",23.7021620996647
"Karnam Malleswari","F",25,163,60,"India",2000,"Weightlifting","Bronze",22.5827091723437
"Grgory Mallet","M",24,196,84,"France",2008,"Swimming","Silver",21.865889212828
"Grgory Mallet","M",28,196,84,"France",2012,"Swimming","Silver",21.865889212828
"Alexander Malleta Kerr","M",31,186,85,"Cuba",2008,"Baseball","Silver",24.5693143716036
"Martilou ""Marti"" Malloy","F",26,161,58,"United States",2012,"Judo","Bronze",22.3756799506192
"Cristian Malmagro Viaa","M",25,197,107,"Spain",2008,"Handball","Bronze",27.5709242701435
"Jordan Malone","M",25,168,62,"United States",2010,"Short Track Speed Skating","Bronze",21.9671201814059
"Jordan Malone","M",29,168,62,"United States",2014,"Short Track Speed Skating","Silver",21.9671201814059
"Karl Malone","M",29,205,116,"United States",1992,"Basketball","Gold",27.6026174895895
"Karl Malone","M",32,205,116,"United States",1996,"Basketball","Gold",27.6026174895895
"Maicel Donee Malone (-Wallace, -Trapp)","F",27,176,61,"United States",1996,"Athletics","Gold",19.6926652892562
"Ryan Gregory Malone","M",30,193,100,"United States",2010,"Ice Hockey","Silver",26.8463582914978
"Alexandra Maria ""Alex"" Maloney","F",24,158,56,"New Zealand",2016,"Sailing","Silver",22.4323025156225
"Kristen Ann Maloney","F",19,152,46,"United States",2000,"Gymnastics","Bronze",19.909972299169
"Dominique Maltais","F",25,178,71,"Canada",2006,"Snowboarding","Bronze",22.4087867693473
"Dominique Maltais","F",33,178,71,"Canada",2014,"Snowboarding","Silver",22.4087867693473
"Valrie Maltais","F",23,165,62,"Canada",2014,"Short Track Speed Skating","Silver",22.77318640955
"Aleksandr Nikolayevich Maltsev","M",22,175,77,"Soviet Union",1972,"Ice Hockey","Gold",25.1428571428571
"Aleksandr Nikolayevich Maltsev","M",26,175,77,"Soviet Union",1976,"Ice Hockey","Gold",25.1428571428571
"Aleksandr Nikolayevich Maltsev","M",30,175,77,"Soviet Union",1980,"Ice Hockey","Silver",25.1428571428571
"Anna Ivanovna Malukhina (Malakhova-)","F",29,162,60,"Soviet Union",1988,"Shooting","Bronze",22.8623685413809
"Yury Aleksandrovich Malyshev","M",25,179,79,"Soviet Union",1972,"Rowing","Gold",24.6559096158047
"Dmitry Vladimirovich Malyshko","M",26,184,77,"Russia",2014,"Biathlon","Gold",22.7433837429112
"Viktor Fyodorovich Mamatov","M",30,182,78,"Soviet Union",1968,"Biathlon","Gold",23.5478806907378
"Viktor Fyodorovich Mamatov","M",34,182,78,"Soviet Union",1972,"Biathlon","Gold",23.5478806907378
"Aset Sekenovich Mambetov","M",26,186,96,"Kazakhstan",2008,"Wrestling","Bronze",27.7488727020465
"Gaydar Nuruddin ogly Mamedaliyev","M",30,155,55,"Russia",2004,"Wrestling","Silver",22.8928199791883
"Ilgar Yashar-ogly Mamedov","M",22,183,83,"Soviet Union",1988,"Fencing","Gold",24.7842575173938
"Ilgar Yashar-ogly Mamedov","M",30,183,83,"Russia",1996,"Fencing","Gold",24.7842575173938
"Mikhail Geraziyevich Mamiashvili","M",24,177,82,"Soviet Union",1988,"Wrestling","Gold",26.1738325513103
"Mariya Ruslanovna Mamoshuk","F",23,163,65,"Belarus",2016,"Wrestling","Silver",24.4646016033724
"Margarita Abdullayevna Mamun","F",20,170,50,"Russia",2016,"Rhythmic Gymnastics","Gold",17.3010380622837
"Maulen Satymbayevich Mamyrov","M",25,160,54,"Kazakhstan",1996,"Wrestling","Bronze",21.09375
"Kazushito Manabe","M",25,153,56,"Japan",1984,"Weightlifting","Bronze",23.922422999701
"Viktor Viktorovich Manakov","M",19,186,78,"Soviet Union",1980,"Cycling","Gold",22.5459590704128
"Florent Manaudou","M",21,199,99,"France",2012,"Swimming","Gold",24.9993687028105
"Florent Manaudou","M",25,199,99,"France",2016,"Swimming","Silver",24.9993687028105
"Florent Manaudou","M",25,199,99,"France",2016,"Swimming","Silver",24.9993687028105
"Laure Manaudou","F",17,180,69,"France",2004,"Swimming","Gold",21.2962962962963
"Laure Manaudou","F",17,180,69,"France",2004,"Swimming","Silver",21.2962962962963
"Laure Manaudou","F",17,180,69,"France",2004,"Swimming","Bronze",21.2962962962963
"Ronell Joshua ""Josh"" Mance","M",20,191,82,"United States",2012,"Athletics","Silver",22.4774540171596
"Graziano Mancinelli","M",27,175,77,"Italy",1964,"Equestrianism","Bronze",25.1428571428571
"Graziano Mancinelli","M",35,175,77,"Italy",1972,"Equestrianism","Gold",25.1428571428571
"Graziano Mancinelli","M",35,175,77,"Italy",1972,"Equestrianism","Bronze",25.1428571428571
"Julia Marie Mancuso (-Fish)","F",21,168,64,"United States",2006,"Alpine Skiing","Gold",22.6757369614512
"Julia Marie Mancuso (-Fish)","F",25,168,64,"United States",2010,"Alpine Skiing","Silver",22.6757369614512
"Julia Marie Mancuso (-Fish)","F",25,168,64,"United States",2010,"Alpine Skiing","Silver",22.6757369614512
"Julia Marie Mancuso (-Fish)","F",29,168,64,"United States",2014,"Alpine Skiing","Bronze",22.6757369614512
"Petar Mandadzhiev","M",50,165,63,"Bulgaria",1980,"Equestrianism","Silver",23.1404958677686
